TIMESTAMP_START,TA (deg C),TS (deg C),year
2005-11-29,8.846153846153847,10.896538461538462,2005
2005-11-30,3.420833333333334,7.787291666666668,2005
2005-12-01,3.087234042553192,6.634042553191491,2005
2005-12-02,1.3478260869565215,5.833043478260869,2005
2005-12-03,1.2020833333333334,5.608958333333334,2005
2005-12-04,6.406250000000003,8.278333333333334,2005
2005-12-05,1.9312500000000001,6.750624999999999,2005
2005-12-06,0.17708333333333334,4.574583333333334,2005
2005-12-07,2.0384615384615383,4.645128205128204,2005
2005-12-08,,,2005
2005-12-09,0.4000000000000002,4.445263157894736,2005
2005-12-10,1.464583333333333,3.736666666666665,2005
2005-12-11,2.733333333333333,4.653333333333335,2005
2005-12-12,3.5666666666666664,5.837291666666666,2005
2005-12-13,1.8291666666666668,5.083333333333333,2005
2005-12-14,2.3937500000000003,5.1279166666666685,2005
2005-12-15,2.6958333333333333,5.359999999999999,2005
2005-12-16,1.7937500000000002,4.321875,2005
2005-12-17,3.3729166666666663,5.222083333333333,2005
2005-12-18,6.1937500000000005,6.037291666666667,2005
2005-12-19,0.07499999999999997,4.467708333333332,2005
2005-12-20,-2.5291666666666663,2.524166666666667,2005
2005-12-21,-1.11875,2.3120833333333333,2005
2005-12-22,1.6375000000000002,3.0068749999999995,2005
2005-12-23,3.908333333333333,3.8402083333333334,2005
2005-12-24,5.614583333333333,5.366666666666667,2005
2005-12-25,5.329166666666668,6.791875,2005
2005-12-26,2.197916666666666,5.679999999999999,2005
2005-12-27,5.739583333333332,6.093958333333336,2005
2005-12-28,10.825020833333332,8.527500000000002,2005
2005-12-29,3.3666666666666667,6.875624999999999,2005
2005-12-30,3.389583333333333,6.33125,2005
2005-12-31,7.156250000000001,6.797083333333333,2005
2006-01-01,8.8125,7.235000000000002,2006
2006-01-02,13.00625,10.474166666666667,2006
2006-01-03,8.064583333333333,9.388333333333334,2006
2006-01-04,8.281250000000002,8.373125,2006
2006-01-05,4.668749999999999,7.454166666666668,2006
2006-01-06,0.766666666666667,5.3012500000000005,2006
2006-01-07,1.4729166666666664,4.503124999999999,2006
2006-01-08,8.67708333333333,6.552916666666669,2006
2006-01-09,14.99583333333333,11.251875000000004,2006
2006-01-10,13.539583333333333,11.310625,2006
2006-01-11,11.658333333333333,10.877083333333331,2006
2006-01-12,10.716666666666669,9.118750000000002,2006
2006-01-13,8.706249999999999,8.842083333333333,2006
2006-01-14,0.09583333333333334,5.141875000000001,2006
2006-01-15,2.5020833333333337,5.197291666666666,2006
2006-01-16,7.952083333333334,7.502083333333331,2006
2006-01-17,10.589583333333334,10.084999999999996,2006
2006-01-18,2.354166666666667,5.736458333333332,2006
2006-01-19,8.406249999999998,6.921666666666667,2006
2006-01-20,10.793749999999998,8.485416666666667,2006
2006-01-21,9.9,9.974166666666665,2006
2006-01-22,7.643750000000001,8.493125000000001,2006
2006-01-23,9.29375,10.034999999999998,2006
2006-01-24,7.51875,8.504999999999997,2006
2006-01-25,3.6229166666666663,6.004999999999999,2006
2006-01-26,2.3375,5.064375,2006
2006-01-27,5.649999999999999,5.93875,2006
2006-01-28,9.641666666666667,7.923958333333334,2006
2006-01-29,13.795875,10.907291666666671,2006
2006-01-30,9.13125,8.967291666666668,2006
2006-01-31,3.7874999999999996,6.932916666666666,2006
2006-02-01,5.0166666666666675,6.283125000000001,2006
2006-02-02,8.791666666666666,7.946458333333333,2006
2006-02-03,11.662499999999996,10.618749999999999,2006
2006-02-04,2.800000000000001,7.007499999999999,2006
2006-02-05,-0.6208333333333332,4.256666666666666,2006
2006-02-06,1.691666666666667,4.762708333333334,2006
2006-02-07,2.264583333333334,4.416458333333334,2006
2006-02-08,1.6958333333333335,4.52,2006
2006-02-09,-0.01041666666666665,4.712916666666667,2006
2006-02-10,1.858333333333334,4.26875,2006
2006-02-11,0.38125000000000003,3.7645833333333325,2006
2006-02-12,-1.2249999999999999,3.4331250000000004,2006
2006-02-13,-2.06875,2.7362500000000005,2006
2006-02-14,4.647916666666666,4.184583333333335,2006
2006-02-15,10.368749999999999,7.074791666666665,2006
2006-02-16,15.1,10.098333333333331,2006
2006-02-17,8.339583333333332,10.101041666666667,2006
2006-02-18,-1.710416666666667,4.775208333333334,2006
2006-02-19,-4.220833333333332,3.886249999999999,2006
2006-02-20,1.3729166666666666,5.187083333333332,2006
2006-02-21,5.587499999999999,7.079791666666666,2006
2006-02-22,7.616666666666668,7.873958333333331,2006
2006-02-23,9.197916666666666,9.15416666666667,2006
2006-02-24,9.581249999999999,8.361875,2006
2006-02-25,10.75,8.530208333333336,2006
2006-02-26,1.5583333333333333,6.099791666666667,2006
2006-02-27,4.489583333333334,5.455625,2006
2006-02-28,12.38960416666667,9.302916666666667,2006
2006-03-01,13.823076923076918,10.800384615384615,2006
2006-03-02,16.18960416666667,12.69752083333333,2006
2006-03-03,4.620833333333333,8.801875,2006
2006-03-04,4.714583333333333,7.640625,2006
2006-03-05,7.002083333333334,7.895624999999998,2006
2006-03-06,7.056250000000001,8.643958333333332,2006
2006-03-07,5.704166666666666,7.945416666666667,2006
2006-03-08,11.597916666666668,9.04875,2006
2006-03-09,15.356270833333333,11.774791666666667,2006
2006-03-10,15.950000000000001,12.970854166666662,2006
2006-03-11,19.141666666666662,14.019374999999998,2006
2006-03-12,21.37708333333333,16.32895833333333,2006
2006-03-13,19.19375,16.024375000000003,2006
2006-03-14,8.55625,11.883333333333333,2006
2006-03-15,9.1,10.333333333333334,2006
2006-03-16,9.627272727272725,9.754545454545456,2006
