TIMESTAMP_START,TA (deg C),TS (deg C),year
1998-01-01,-2.7552083331249997,1.3618296875000002,1998
1998-01-02,1.4947916666666667,3.813648708333334,1998
1998-01-03,-4.103125041666667,1.846255750000001,1998
1998-01-04,-7.575104166666662,1.1216359166666667,1998
1998-01-05,-1.963020833333333,1.2826895,1998
1998-01-06,-1.9937500000000001,1.2917837916666666,1998
1998-01-07,-3.00625,1.2599989166666672,1998
1998-01-08,-4.105208333333333,1.2273209166666668,1998
1998-01-09,-7.033333333333334,1.0863171958333335,1998
1998-01-10,-21.126041666666666,0.6835978458333333,1998
1998-01-11,-18.14375,0.7566025375,1998
1998-01-12,-16.10520833333333,0.7894419500000001,1998
1998-01-13,-22.420833333333345,0.6370655354166667,1998
1998-01-14,-14.251041666666664,0.8675595958333336,1998
1998-01-15,-9.351562499999998,1.0541738999999997,1998
1998-01-16,-5.513854166666665,1.171074395833333,1998
1998-01-17,-5.444791666666666,1.1841252291666666,1998
1998-01-18,-4.438541666666668,1.2009364375000002,1998
1998-01-19,-7.097916666666669,1.1247356249999998,1998
1998-01-20,-8.5760416875,1.0812920833333337,1998
1998-01-21,-6.347916666666667,1.1442855625000001,1998
1998-01-22,-5.930208333333334,1.1606595833333333,1998
1998-01-23,-5.962499999999999,1.1632671875,1998
1998-01-24,-6.235416666666668,1.1485643541666666,1998
1998-01-25,-6.658333333333332,1.1339314166666667,1998
1998-01-26,-7.047916687500003,1.137896125,1998
1998-01-27,-4.223958333333334,1.2175841875000002,1998
1998-01-28,-2.861458333333332,1.2594579999999995,1998
1998-01-29,-3.603125000000001,1.2436127916666666,1998
1998-01-30,-3.5843749995833325,1.242144,1998
1998-01-31,-0.3531249999999997,2.3642939791666664,1998
1998-02-01,-1.4125000000000003,1.9679614791666673,1998
1998-02-02,-3.8739583333333343,1.2137922708333337,1998
1998-02-03,-7.355208312499999,1.1075217500000003,1998
1998-02-04,-4.865625001041667,1.374923520833333,1998
1998-02-05,1.2989583333333334,3.2500411250000014,1998
1998-02-06,-1.7468749999999995,1.487728958333334,1998
1998-02-07,-0.8018750000000007,1.6776027916666665,1998
1998-02-08,-1.2814583541666664,1.7219823541666663,1998
1998-02-09,0.6195833333333336,3.3641394791666683,1998
1998-02-10,0.8197916666666666,3.4424524166666686,1998
1998-02-11,-1.1312499999999999,1.9308112916666673,1998
1998-02-12,-2.645833333333333,1.2711916874999993,1998
1998-02-13,-4.711458333333334,1.2145983125,1998
1998-02-14,-3.5531249997916667,1.379744770833333,1998
1998-02-15,2.5604166666666663,4.408377645833332,1998
1998-02-16,4.383333333333334,5.846852270833332,1998
1998-02-17,3.360416666666667,5.260176104166666,1998
1998-02-18,1.2395833333333335,3.675095479166668,1998
1998-02-19,0.9145833333333334,3.344478354166665,1998
1998-02-20,-1.0604166666666663,1.7565371249999997,1998
1998-02-21,-0.6345833333333334,2.3282451458333333,1998
1998-02-22,2.2233333291666666,4.2834034375000005,1998
1998-02-23,2.420833333333333,4.615290145833334,1998
1998-02-24,3.3222916645833336,5.019050666666667,1998
1998-02-25,3.8343749999999996,5.791026770833334,1998
1998-02-26,4.520833333333333,6.019905541666667,1998
1998-02-27,2.4562500000000003,4.627479625,1998
1998-02-28,1.2312500000000004,3.6982524375000008,1998
1998-03-01,2.7302083333333336,4.464541062500001,1998
1998-03-02,-0.9968749997916667,2.1535566666666663,1998
1998-03-03,-4.897916666666668,1.2110406041666666,1998
1998-03-04,-4.485416666666665,1.2126332708333334,1998
1998-03-05,-2.802083333333334,1.2618661041666666,1998
1998-03-06,-2.5552083333333333,1.2748580833333334,1998
1998-03-07,-1.5218749999999999,1.5517458958333339,1998
1998-03-08,-1.5250000000000004,1.4590280416666668,1998
1998-03-09,-10.004166666666666,1.0355380541666668,1998
1998-03-10,-13.49520833333333,0.9056692916666668,1998
1998-03-11,-11.885416624999998,0.9555477062500003,1998
1998-03-12,-8.616666666666667,1.0719421249999999,1998
1998-03-13,-7.917708333333334,1.0997773958333332,1998
1998-03-14,-7.935416645833335,1.0908567500000002,1998
1998-03-15,-8.230208354166665,1.0795057708333333,1998
1998-03-16,-5.292708333541668,1.1916253958333336,1998
1998-03-17,-1.541666667708333,1.6761568333333337,1998
1998-03-18,-1.2294791668749998,1.718514854166666,1998
1998-03-19,-2.4055208354166666,1.2747036041666664,1998
1998-03-20,-2.3802083333333335,1.27890075,1998
1998-03-21,-1.0708333333333335,1.7346050416666667,1998
1998-03-22,-0.8083333312499997,2.1580363958333337,1998
1998-03-23,-0.5697916666666664,2.3562424791666667,1998
1998-03-24,1.627083333333333,4.146855416666666,1998
1998-03-25,6.072916666666668,7.349858666666667,1998
1998-03-26,11.74687497916667,11.246796562500002,1998
1998-03-27,13.284374999999999,12.584201666666665,1998
1998-03-28,10.035416666666668,10.230439916666667,1998
1998-03-29,9.044270854166667,9.251993208333333,1998
1998-03-30,3.2415624999999975,5.5826080000000005,1998
1998-03-31,2.009375,4.3359510624999995,1998
1998-04-01,3.730208333333333,5.295765583333333,1998
1998-04-02,1.3822916666666665,3.8720068333333333,1998
1998-04-03,3.5302083747916675,5.162533520833333,1998
1998-04-04,4.962499958333335,6.378138708333334,1998
1998-04-05,7.492708333333334,8.237452083333336,1998
1998-04-06,6.9968750208333335,7.976514000000001,1998
1998-04-07,6.842708354166668,7.8405660625000015,1998
1998-04-08,6.258333333333333,7.406985333333334,1998
1998-04-09,3.7958333541666653,5.846947041666666,1998
1998-04-10,6.533333333333331,7.4451644375,1998
1998-04-11,11.64479166666667,11.460823979166667,1998
