TIMESTAMP_START,TA (deg C),TS (deg C),year
2004-01-01,-0.8745833333333334,1.283333333333332,2004
2004-01-02,-4.778958333333335,1.3362499999999995,2004
2004-01-03,-1.8414583333333316,1.2856249999999994,2004
2004-01-04,-0.2602083333333334,1.2868749999999989,2004
2004-01-05,-2.9924999999999993,1.3524999999999998,2004
2004-01-06,-5.7175,1.3983333333333317,2004
2004-01-07,-12.024374999999997,1.4099999999999984,2004
2004-01-08,-20.742500000000003,1.406249999999999,2004
2004-01-09,-22.150208333333335,1.3339583333333322,2004
2004-01-10,-20.325208333333332,1.2079166666666665,2004
2004-01-11,-16.096458333333334,1.0643749999999998,2004
2004-01-12,-8.372916666666669,0.952916666666667,2004
2004-01-13,-11.846874999999999,0.9137500000000008,2004
2004-01-14,-25.130000000000006,0.8775,2004
2004-01-15,-24.168958333333332,0.8454166666666673,2004
2004-01-16,-19.991458333333334,0.7925000000000005,2004
2004-01-17,-9.106458333333334,0.7350000000000003,2004
2004-01-18,-6.931666666666666,0.6999999999999997,2004
2004-01-19,-9.939166666666667,0.6937499999999998,2004
2004-01-20,-11.559791666666667,0.6706250000000008,2004
2004-01-21,-10.655416666666666,0.6443750000000004,2004
2004-01-22,-11.029583333333335,0.6250000000000003,2004
2004-01-23,-15.773124999999999,0.5931249999999999,2004
2004-01-24,-20.557708333333327,0.5506250000000005,2004
2004-01-25,-20.983958333333334,0.48416666666666663,2004
2004-01-26,-16.477291666666666,0.37812499999999977,2004
2004-01-27,-11.749897916666667,0.27437500000000004,2004
2004-01-28,-6.6312854166666675,0.19999999999999996,2004
2004-01-29,-8.889308333333332,0.19000000000000003,2004
2004-01-30,-11.809733333333334,0.16083333333333347,2004
2004-01-31,-13.481374999999998,0.11249999999999999,2004
2004-02-01,-6.418983333333334,0.0554166666666667,2004
2004-02-02,-3.0861377083333323,0.021250000000000005,2004
2004-02-03,-4.585500625000002,0.011250000000000005,2004
2004-02-04,-1.2334583333333333,0.025000000000000012,2004
2004-02-05,-6.228712499999999,0.051666666666666694,2004
2004-02-06,-6.463841666666666,0.134034375,2004
2004-02-07,-3.3526020833333328,0.20246291666666671,2004
2004-02-08,-12.152500000000002,-0.4792025,2004
2004-02-09,-3.5689610416666677,-0.56083,2004
2004-02-10,1.6927487500000007,-0.360865625,2004
2004-02-11,-4.785662916666667,-0.21877562500000003,2004
2004-02-12,-7.046220833333332,-0.47382854166666677,2004
2004-02-13,-0.9712006250000007,-0.4980418749999999,2004
2004-02-14,-1.6750377083333332,-0.42845749999999994,2004
2004-02-15,-14.528375000000002,-0.5137289583333332,2004
2004-02-16,-11.730797916666669,-0.7902977083333335,2004
2004-02-17,-12.61304791666666,-0.9733337500000002,2004
2004-02-18,-5.687309583333335,-0.7868089583333334,2004
2004-02-19,-3.335277083333334,-0.80647125,2004
2004-02-20,0.07837979166666688,-0.6398785416666667,2004
2004-02-21,-1.7123500000000005,-0.5318875,2004
2004-02-22,-0.8292056250000002,-0.4479641666666667,2004
2004-02-23,-2.771376875,-0.4590666666666667,2004
2004-02-24,-2.7974212499999997,-0.39755479166666663,2004
2004-02-25,-3.4723804166666667,-0.41124645833333334,2004
2004-02-26,-3.966378749999999,-0.49585687500000003,2004
2004-02-27,-1.5054981249999997,-0.5470391666666665,2004
2004-02-28,1.6464356250000003,-0.4650479166666666,2004
2004-02-29,3.6825814583333334,-0.32794333333333336,2004
2004-03-01,6.377583333333334,-0.16587708333333334,2004
2004-03-02,4.645313541666666,-0.11969270833333338,2004
2004-03-03,4.04149875,-0.081770625,2004
2004-03-04,2.7789125,-0.10129520833333333,2004
2004-03-05,1.15068125,-0.19260583333333334,2004
2004-03-06,3.8856699999999993,-0.23663729166666672,2004
2004-03-07,-0.6670189583333331,-0.3021691666666667,2004
2004-03-08,-2.3752029166666673,-0.3284189583333333,2004
2004-03-09,-2.6339231249999995,-0.3272979166666667,2004
2004-03-10,-0.09408541666666659,-0.2899,2004
2004-03-11,1.7908460416666674,-0.26618708333333335,2004
2004-03-12,1.8702658333333335,-0.24081395833333338,2004
2004-03-13,-3.801818125,-0.32884791666666674,2004
2004-03-14,-0.7019860416666667,-0.2628741666666668,2004
2004-03-15,2.2318125,-0.23841479166666668,2004
2004-03-16,-3.182406250000001,-0.2670377083333333,2004
2004-03-17,-5.1937395833333335,-0.15982333333333332,2004
2004-03-18,-4.976191666666666,-0.23407395833333342,2004
2004-03-19,-2.8968033333333345,-0.27119020833333335,2004
2004-03-20,-2.770198333333333,-0.2677804166666667,2004
2004-03-21,-0.5565458333333333,-0.232625,2004
2004-03-22,-10.040193750000002,-0.3357860416666667,2004
2004-03-23,-5.570964583333331,-0.2615277083333334,2004
2004-03-24,0.9153112500000006,-0.27567104166666667,2004
2004-03-25,1.873910625,-0.21774416666666663,2004
2004-03-26,6.270160416666667,-0.1733979166666667,2004
2004-03-27,7.987422916666666,-0.13893104166666667,2004
2004-03-28,5.1541025000000005,-0.18341750000000004,2004
2004-03-29,3.3838866666666667,-0.185278125,2004
2004-03-30,1.237737291666667,-0.1841727083333334,2004
2004-03-31,0.4639204166666664,-0.19780229166666666,2004
2004-04-01,3.860810416666668,-0.14973749999999997,2004
2004-04-02,1.585672083333333,-0.13595875,2004
2004-04-03,3.7323833333333343,-0.04695291666666667,2004
2004-04-04,4.1787270833333325,-0.007972916666666672,2004
2004-04-05,-3.8554477083333336,-0.038894583333333344,2004
2004-04-06,-1.5059518749999998,0.10689625000000007,2004
2004-04-07,4.402989791666666,0.20837499999999998,2004
